1993,ac,apr,argument,article,atheism,atheists,believe,bible,bit,book,ca,christ,christian,christianity,christians,church,com,come,computer,course,cs,day,did,different,does,doesn,don,edu,evidence,example,exist,fact,faith,file,files,free,god,good,graphics,group,hell,help,host,human,image,jesus,john,jpeg,just,keith,know,law,life,like,lines,ll,mail,make,man,mean,need,new,nntp,organization,people,point,posting,problem,question,read,really,reason,religion,reply,right,rutgers,said,say,sgi,software,subject,thing,things,think,time,true,truth,uk,university,use,used,ve,version,want,way,work,world,writes,wrong
0.0,0.0,0.23913210079857578,0.0,0.15526981668522497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2471544445846816,0.0,0.33977851859544883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18437155864803714,0.0,0.17449462813939684,0.44871615471225246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650643934025131,0.0,0.0,0.18223637737940263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17434683020534933,0.0,0.0,0.0,0.08417090181317415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18437155864803714,0.09014446117757428,0.0,0.0,0.17216045008975106,0.0,0.0,0.0,0.2417221790588436,0.0,0.0,0.0,0.0,0.0,0.2341794428485074,0.0,0.0,0.0,0.08417090181317415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28395512495645453,0.0,0.2109476813115863,0.0,0.0,0.13487854416782957,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2554358781881408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2115487496576884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17183191365811815,0.0,0.0,0.0,0.0,0.0,0.0,0.8361226621976033,0.0,0.0,0.0,0.0,0.07936531301198921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17384519052782127,0.0849978225674127,0.0,0.0,0.16233125361999465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936531301198921,0.0,0.0,0.0,0.0,0.0,0.0,0.26230171133006625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271778921917853,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626674116386613,0.0,0.15119084699094262,0.0,0.0,0.1593872350780691,0.0,0.0,0.10447305019586307,0.14419860274943153,0.0,0.06356558693040978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8204116433509999,0.0,0.12205357356337755,0.1468737866245891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30923916024576814,0.0,0.098792597280714,0.0,0.0,0.0,0.0476949422928384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051079824277354774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476949422928384,0.0,0.0,0.0,0.11544692099331645,0.0,0.0,0.15763139475441104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15194993371332174,0.0,0.1528562541697709,0.0
0.15667216216451868,0.0,0.1626385755577056,0.0,0.10560214094410474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1600938752107197,0.3869882961010815,0.0,0.0,0.11554511938156382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25078964782840507,0.0,0.11867732382348585,0.2288856953596622,0.0,0.18520310756067673,0.4174740261009082,0.0,0.0,0.0,0.0,0.0,0.12339377752727697,0.14649602300675374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12372246550249394,0.0,0.0,0.0,0.3395785040853196,0.12103939095846265,0.05724633174963382,0.0,0.0,0.0,0.0,0.0,0.15551172381310147,0.0,0.0,0.06130907022259929,0.12372246550249394,0.0,0.0,0.0,0.0,0.0,0.0,0.1868341675142735,0.0,0.0,0.0,0.16809473372990125,0.0,0.0,0.0,0.0,0.05724633174963382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283539145512437,0.0,0.0,0.0,0.09173362431683842,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222314313988713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4217638810749245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13791334696867066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145814330810783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06652520430114785,0.0,0.0,0.0,0.0,0.0,0.0,0.1879997377874369,0.0,0.07124645889817957,0.0,0.0,0.13606850904626602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24545084846038318,0.06652520430114785,0.0,0.0,0.14377623932642242,0.16102608863355425,0.0,0.0,0.0,0.12654869618740364,0.0,0.0,0.36735055634113895,0.22442640263038596,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606890019986205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32863370321020835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15178854827550312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3324841557786084,0.1625608922141767,0.0,0.0,0.310463405127619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15178854827550312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28874233581440145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4010903215536907,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.20714222941886032,0.5945368473795479,0.0,0.0,0.0,0.0,0.0,0.08999420409679865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09987976847540364,0.0,0.0,0.0,0.0,0.0,0.13342510808455355,0.17155256319392181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107074811132357,0.4161829970490153,0.0,0.0,0.1013390661827258,0.5131005874774532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13909719902944834,0.0,0.06665604813279626,0.0,0.0,0.0,0.03218010718079382,0.0,0.10410895631852929,0.0,0.0,0.0,0.0,0.0,0.0,0.034463910448387466,0.13909719902944834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09356659918129923,0.0,0.0,0.0,0.0,0.0,0.03218010718079382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156658553266021,0.10321748359930473
0.08158084694186413,0.0,0.08468762131132965,0.0,0.0549881483606998,0.0,0.0,0.23602529009295117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08261597763677149,0.0,0.06529440709642094,0.0,0.06179653396336715,0.11918319516590879,0.0,0.09643721106752484,0.0,0.0,0.09816074127685846,0.0,0.0,0.0,0.6425244114178044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0872813233138176,0.0,0.0,0.0,0.0,0.12348838390123197,0.0,0.26523316188208124,0.0,0.02980876860272059,0.0,0.0,0.16255437925463254,0.0,0.09193801733573882,0.08097659445549692,0.0,0.0,0.031924279367037345,0.25769436974591925,0.0,0.0,0.09122655710535844,0.08158084694186413,0.0,0.0,0.2918595635545088,0.0,0.0,0.0,0.08752870040660046,0.0,0.21022975647171485,0.0,0.0,0.02980876860272059,0.1807892609967883,0.0,0.06442359243647981,0.0721529451206206,0.0,0.0,0.0,0.05670423475213915,0.0,0.0,0.0,0.0,0.08548867289403327,0.0,0.0,0.2363025811858493,0.04776666550983034,0.0
0.0,0.0,0.0,0.0,0.0,0.15473305593919254,0.0,0.0,0.36786312912075597,0.0,0.13724792539631442,0.0,0.0,0.0,0.0,0.0,0.0,0.08320433158710751,0.0,0.0,0.12918435726869298,0.0,0.0,0.0,0.0,0.09029712863777611,0.12463233108865994,0.08545983989744706,0.10988077727663087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35542468037134584,0.0,0.0,0.12981695118199638,0.0,0.0,0.08925141020325923,0.42126152376359305,0.0,0.0,0.0,0.0,0.2672785773957972,0.0,0.0,0.1492771019146036,0.12226566818657465,0.1743215407853286,0.04122322772728115,0.0,0.0,0.2248001681447839,0.0,0.0,0.1119843841356794,0.0,0.09029712863777611,0.04414881593789193,0.08909285913193239,0.0,0.08431666153979865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11986029766923818,0.0,0.11469085270131783,0.0,0.0,0.0,0.04122322772728115,0.0,0.23207529559933665,0.0,0.0,0.0,0.1486012961609032,0.0,0.0,0.0,0.0,0.11381682926701592,0.13906880558782833,0.0,0.20662590320229632,0.0,0.0,0.0,0.13222323368738031
0.049431592997161766,0.0,0.05131405452976723,0.06525644558407934,0.033318503929858204,0.0,0.0,0.09534187262708836,0.0,0.06035894520101108,0.0,0.0,0.057542485869758415,0.1515335303621712,0.0,0.0,0.0,0.0,0.05404136606902113,0.0,0.22640622268158148,0.0,0.0,0.1501764029679804,0.0,0.0,0.0,0.0,0.04814377733980316,0.06438931386006284,0.0,0.06585856051260931,0.2228289028254307,0.41634395756991927,0.0,0.0,0.12427389533180515,0.3503874469055381,0.0,0.0,0.0,0.35998588386745717,0.0,0.0,0.12304925092185316,0.0,0.3173138067598296,0.0,0.0,0.039035642802341466,0.0,0.11223640894350367,0.0,0.10714032520278854,0.07637821330633386,0.018061775190521077,0.0,0.0,0.04924760048732625,0.29015997416317085,0.0,0.049065463395750394,0.0,0.0,0.05803082623757155,0.07807128560468293,0.09923495823337065,0.0,0.0,0.0,0.0,0.0,0.05894799943356283,0.0,0.05018689922265269,0.052516260131130234,0.0530355255707611,0.0,0.16984365239891416,0.0,0.0,0.018061775190521077,0.10954410873203284,0.050841382971267446,0.039035642802341466,0.17487609655686515,0.0,0.0,0.0,0.0,0.10063182490222497,0.1117651682489708,0.0,0.0,0.0,0.04526611352303718,0.0,0.0,0.02894285186811208,0.05793302595382934
0.1375689186275207,0.0,0.14280783936012398,0.0,0.09272593250596979,0.0,0.0,0.3980069482481917,0.07475997825547365,0.0,0.0,0.0,0.0,0.07028670884270109,0.0,0.29519744192871733,0.0,0.0,0.0,0.0,0.07876152005316508,0.0,0.0,0.13931444856101152,0.0,0.0,0.0,0.0,0.13398490693312542,0.08959824822361558,0.0,0.0,0.0,0.41381854734715895,0.0,0.0,0.0,0.3792187397457672,0.0,0.0,0.0,0.0,0.07751705271366502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10411857729583676,0.0,0.0,0.05314044912460013,0.025133105477665195,0.0,0.0,0.13705686451235005,0.0,0.0,0.06827498702802418,0.0,0.0,0.026916787181774784,0.05431841098623519,0.0,0.0,0.0,0.0,0.0731787584454264,0.07217730702305622,0.0,0.0,0.0,0.07307679844564165,0.14759872096435867,0.0,0.0,0.0,0.0,0.025133105477665195,0.0,0.07074619340394811,0.05431841098623519,0.06083537379250339,0.0,0.45299849822992877,0.0,0.04780987541114766,0.0,0.0,0.0,0.0,0.07207932208227001,0.0,0.0,0.13282484709429762,0.0402742112086223,0.0
0.0,0.0,0.0,0.0,0.18487621715071892,0.0,0.0,0.13225717445528762,0.0,0.1674585011899416,0.0,0.48383625672251873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10976349763499961,0.0,0.10388338008066587,0.26713802794587804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12823428729275813,0.0,0.0,0.0,0.0,0.10849234190008791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10379539027191641,0.0,0.0,0.0,0.05011018320750354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10976349763499961,0.053666473418286786,0.10829961018862427,0.0,0.10249375388934501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13941605153068612,0.11780260312961519,0.0,0.0,0.05011018320750354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09532294439736255,0.0,0.3100787712224763,0.13835360502091087,0.507148302837255,0.0,0.0,0.0,0.2648251099856607,0.16059679564828983,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17368888286583603,0.0,0.5018376393134099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16475704155689722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394175762760618,0.0,0.0,0.0,0.6402104637452275,0.0,0.0,0.0,0.11252885658370185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10989296201487828,0.051974558948437825,0.0,0.16814788890657326,0.0,0.0,0.0,0.0,0.0,0.11384730633678358,0.05566316280831014,0.0,0.0,0.10630708794875772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051974558948437825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447890547938625,0.0,0.0,0.0,0.0,0.0,0.0,0.13733903379458406,0.0,0.0
0.0,0.0,0.0,0.0,0.12136359904854792,0.0,0.0,0.0,0.0,0.0,0.8761675678625049,0.0,0.0,0.0,0.0,0.0,0.0,0.2655811977914933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08768253973904198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06579053029938188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07045964551488752,0.0,0.0,0.0,0.0,0.0,0.19155887158685592,0.0,0.0,0.0,0.1828072090982935,0.0,0.0,0.0,0.0,0.0,0.0,0.06579053029938188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10542516185113776,0.21102269622703276
0.0,0.0,0.0,0.0,0.06327318309925306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1146240719397634,0.0,0.0,0.07513228029554318,0.0,0.07110738449883638,0.1371404630797899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11800057034884072,0.4435999313455823,0.0,0.0,0.21602998257993802,0.0,0.0,0.0,0.1168377457792638,0.0,0.0,0.0,0.0,0.1482605209182994,0.0,0.07104715614317576,0.0,0.6103913994584698,0.0725226541608712,0.0343000397356752,0.0,0.0,0.09352318007415165,0.0,0.0,0.09317729438946709,0.0,0.0,0.036734293369040334,0.2223907813774491,0.09422559451296338,0.0,0.0,0.18774517854592537,0.0,0.19700585756144623,0.0,0.0,0.0,0.0,0.10071660262022353,0.0,0.0,0.0,0.0,0.0343000397356752,0.10401434085752928,0.0,0.1482605209182994,0.083024190555037,0.10262673430407798,0.0,0.0,0.0,0.0,0.0,0.18940398322393498,0.0,0.0,0.08596217570765625,0.0,0.09063538799986412,0.1099272866225244,0.0
0.23292753436283964,0.0,0.241797916576657,0.0,0.15700074584863286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18642691051602983,0.25731516368007123,0.0,0.453718388210462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18345191614170825,0.0,0.0,0.26801929924652246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08510922886069122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09114938074341802,0.0,0.0,0.0,0.0,0.0,0.0,0.2444168687165488,0.0,0.0,0.0,0.0,0.24990969248237693,0.0,0.0,0.0,0.0,0.08510922886069122,0.0,0.0,0.18394058291303683,0.0,0.0,0.0,0.0,0.32380094308556623,0.0,0.0,0.0,0.0,0.0,0.0,0.27114702444489186,0.0,0.13638215388800717,0.2729872956831204
